userId,jobId,rating,timestamp
1,100058,3.5,1770681600
1,100076,0.5,1773187200
1,100098,1.5,1772755200
1,100014,1.5,1774137600
1,100125,2.5,1769904000
1,100408,2.5,1770595200
1,100423,4.5,1773273600
1,100158,0.5,1770249600
1,100237,4.0,1769904000
1,100248,0.5,1773964800
1,100286,1.0,1772496000
1,100223,5.0,1772582400
2,100461,1.0,1772064000
2,100489,1.5,1772928000
2,100208,1.0,1771113600
2,100459,4.5,1769126400
2,100186,1.0,1771372800
2,100343,5.0,1769040000
2,100336,4.5,1772841600
3,100452,1.5,1773705600
3,100046,1.5,1773100800
3,100121,2.5,1771804800
3,100307,3.5,1772841600
3,100062,5.0,1773964800
3,100395,4.0,1771286400
3,100413,3.0,1770422400
3,100160,1.0,1772496000
3,100168,4.5,1771891200
3,100426,4.0,1770508800
3,100299,2.0,1772755200
3,100377,1.5,1772236800
3,100199,4.0,1770336000
3,100412,3.0,1769731200
3,100383,2.5,1774137600
3,100380,5.0,1774051200
3,100120,0.5,1770422400
3,100478,2.0,1772841600
3,100216,4.5,1772150400
3,100111,2.5,1770768000
4,100185,1.5,1769212800
4,100462,4.0,1770768000
4,100415,3.0,1769385600
4,100350,3.5,1769904000
4,100062,0.5,1772755200
4,100273,1.0,1769731200
4,100443,4.0,1771632000
4,100121,3.5,1769126400
4,100439,3.0,1770336000
4,100226,3.5,1769385600
4,100198,1.0,1769731200
4,100004,1.5,1770422400
4,100465,2.5,1771459200
4,100491,1.0,1772323200
4,100201,3.5,1770940800
4,100474,4.5,1770163200
4,100469,3.0,1771718400
4,100130,0.5,1770076800
4,100154,0.5,1770681600
4,100046,1.5,1770768000
4,100479,4.0,1769904000
4,100421,1.5,1774224000
4,100387,3.5,1773187200
4,100120,2.5,1772496000
4,100152,5.0,1773792000
4,100107,1.0,1773360000
4,100440,2.0,1771372800
5,100496,3.5,1772236800
5,100393,1.5,1772064000
5,100425,3.5,1769040000
5,100332,5.0,1773014400
5,100390,0.5,1769040000
5,100066,0.5,1769126400
5,100433,4.5,1770681600
5,100304,5.0,1770768000
5,100351,2.0,1769212800
5,100210,1.0,1771718400
5,100405,2.0,1772841600
5,100480,1.5,1773964800
5,100163,3.5,1770854400
5,100231,3.5,1770940800
5,100244,2.5,1773446400
5,100447,1.0,1772236800
5,100376,1.5,1769040000
5,100068,5.0,1773619200
5,100133,0.5,1770336000
5,100088,4.5,1771891200
5,100303,4.0,1769731200
5,100423,4.0,1773619200
5,100167,2.0,1770336000
5,100409,2.0,1773187200
5,100144,2.5,1772668800
5,100101,4.0,1772150400
5,100043,1.5,1771891200
6,100307,1.5,1774137600
6,100110,2.5,1772841600
6,100421,2.0,1770854400
6,100144,4.0,1769212800
6,100372,2.0,1772236800
6,100346,5.0,1770508800
6,100096,4.0,1773792000
6,100214,0.5,1771632000
6,100092,1.5,1769472000
6,100209,3.0,1770422400
6,100405,3.5,1770508800
7,100365,0.5,1772409600
7,100196,2.0,1771632000
7,100362,3.0,1770940800
7,100216,5.0,1770336000
7,100376,0.5,1774224000
7,100305,2.5,1771459200
7,100131,5.0,1772150400
7,100037,2.5,1772064000
7,100048,3.0,1773532800
7,100285,4.5,1774051200
7,100030,5.0,1773273600
8,100086,1.5,1772841600
8,100257,1.0,1772496000
8,100252,0.5,1773532800
8,100476,4.0,1769472000
8,100173,2.5,1770163200
8,100449,3.0,1769126400
8,100239,3.5,1772668800
8,100067,2.5,1770854400
8,100045,2.5,1771372800
8,100162,3.0,1771891200
8,100363,1.5,1772496000
8,100271,4.0,1770076800
8,100221,1.5,1771200000
9,100325,4.0,1773619200
9,100408,1.5,1773619200
9,100225,3.0,1773792000
9,100027,2.0,1769472000
9,100096,2.5,1773273600
9,100076,1.5,1770163200
9,100117,4.5,1769731200
9,100093,2.5,1771113600
9,100018,5.0,1773100800
9,100240,5.0,1774224000
9,100133,4.5,1769990400
9,100083,5.0,1773273600
9,100361,3.5,1769212800
9,100239,1.0,1772928000
9,100223,4.0,1770508800
9,100059,1.0,1769385600
9,100458,3.0,1774137600
9,100474,2.5,1770508800
9,100253,1.0,1772064000
9,100020,3.0,1771027200
9,100226,1.0,1769644800
9,100182,3.0,1773446400
9,100363,0.5,1773792000
9,100287,4.0,1769644800
9,100248,4.0,1771718400
9,100234,2.5,1770940800
10,100002,1.0,1771200000
10,100168,5.0,1772150400
10,100496,1.0,1772064000
10,100022,2.5,1773273600
10,100335,2.0,1769990400
10,100318,3.5,1773792000
10,100486,0.5,1769558400
10,100231,2.0,1773360000
10,100166,3.5,1769990400
10,100485,3.5,1772668800
10,100374,1.5,1773619200
10,100375,2.5,1771545600
10,100464,3.5,1770163200
10,100490,2.5,1769299200
10,100408,5.0,1773532800
10,100291,3.0,1770595200
10,100066,1.0,1769644800
10,100108,3.0,1771459200
10,100441,2.0,1771545600
10,100024,4.0,1769385600
10,100410,3.5,1771632000
10,100329,2.5,1771113600
10,100144,5.0,1771891200
10,100165,1.0,1770076800
10,100028,3.5,1769817600
10,100380,3.0,1770854400
11,100222,2.0,1770681600
11,100322,1.5,1769126400
11,100218,4.0,1771372800
11,100047,4.5,1773792000
11,100020,2.5,1771718400
11,100262,3.5,1773792000
11,100174,4.0,1772582400
11,100498,1.5,1773532800
11,100237,2.5,1769644800
11,100346,2.0,1771372800
12,100151,3.0,1772841600
12,100291,5.0,1773792000
12,100024,4.5,1774137600
12,100282,1.0,1770163200
12,100039,4.0,1773273600
12,100469,1.5,1769644800
12,100023,3.5,1774051200
12,100262,1.0,1771977600
12,100055,2.5,1772496000
12,100261,5.0,1770249600
12,100217,4.0,1770076800
12,100211,4.0,1770854400
12,100048,2.5,1772409600
12,100237,1.5,1773100800
12,100338,1.5,1773792000
12,100368,5.0,1772841600
12,100416,1.0,1771891200
12,100129,4.5,1774137600
13,100202,4.0,1771718400
13,100059,3.5,1769472000
13,100006,5.0,1770249600
13,100087,4.0,1772582400
13,100335,5.0,1769731200
14,100184,1.5,1770681600
14,100353,2.0,1771891200
14,100344,4.5,1773187200
14,100493,1.0,1772582400
14,100345,4.0,1773446400
14,100202,4.0,1771891200
14,100411,0.5,1773619200
14,100154,1.5,1769299200
14,100044,1.5,1770163200
14,100064,4.0,1771545600
14,100069,4.0,1774137600
14,100007,4.0,1771027200
14,100097,2.0,1773187200
14,100057,2.5,1771113600
14,100417,3.5,1773964800
14,100008,3.0,1774224000
14,100356,1.0,1770768000
14,100496,3.5,1771977600
14,100096,4.0,1770163200
14,100439,5.0,1770940800
14,100013,4.5,1772668800
14,100107,0.5,1771545600
14,100246,3.5,1771545600
14,100332,4.5,1771027200
15,100313,3.0,1771804800
15,100478,3.5,1774137600
15,100347,1.5,1772668800
15,100463,2.0,1771632000
15,100418,3.0,1771804800
15,100444,2.0,1771459200
15,100249,2.0,1771027200
15,100118,3.0,1769212800
15,100365,5.0,1769558400
15,100031,4.0,1773532800
15,100270,2.5,1770249600
15,100009,3.5,1771977600
15,100216,3.0,1769904000
15,100295,4.0,1769817600
15,100161,1.5,1770854400
15,100283,2.0,1772668800
15,100032,1.0,1770595200
15,100137,4.0,1773532800
15,100457,1.5,1773187200
15,100331,1.5,1770940800
15,100213,4.0,1773705600
15,100455,3.5,1769040000
15,100242,4.0,1772582400
15,100059,2.0,1773100800
15,100253,4.5,1773964800
15,100318,0.5,1772323200
15,100480,2.5,1772323200
15,100330,1.5,1773273600
16,100016,2.5,1769299200
16,100413,1.5,1769558400
16,100032,4.5,1770940800
16,100172,1.0,1770336000
16,100220,0.5,1769126400
16,100058,4.0,1769817600
16,100316,4.0,1769644800
16,100116,1.0,1773705600
16,100061,5.0,1770854400
16,100287,1.0,1769731200
16,100114,4.5,1774051200
16,100249,4.5,1773705600
16,100132,1.5,1770768000
16,100174,1.0,1769472000
16,100401,2.0,1769212800
16,100181,3.0,1773360000
16,100393,2.5,1770336000
16,100023,4.0,1770076800
16,100394,4.5,1771545600
16,100449,1.0,1773446400
16,100285,3.0,1772409600
17,100062,4.0,1772409600
17,100434,2.5,1771459200
17,100103,1.5,1773792000
17,100224,2.5,1772236800
17,100496,3.5,1772236800
17,100212,2.0,1773446400
17,100393,4.5,1771977600
17,100003,2.0,1773532800
17,100125,3.5,1771977600
18,100459,3.0,1772496000
18,100234,3.5,1769990400
18,100487,1.5,1771891200
18,100436,0.5,1772064000
